STATE,NAME,LAT,LON,Start_Partial,Start_Total,End_Total,End_Partial,Midpoint_Totality,ObjectId,TestTime,Total_Duration
AR,Mountain Pine,34.569642,-93.171493,2024/02/18 17:32:10+00,2024-02-18 18:49:11+00:00,2024-02-18 18:53:09+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:10+00,127,12:32:10,03:58
AR,Mountain View,35.861559,-92.109657,2024/02/18 17:36:00+00,2024-02-18 18:52:28+00:00,2024-02-18 18:56:44+00:00,2024/02/18 20:12:40+00,2024/02/18 18:54:36+00,128,12:36:00,04:16
AR,Mount Ida,34.549153,-93.629939,2024/02/18 17:31:30+00,2024-02-18 18:48:16+00:00,2024-02-18 18:52:32+00:00,2024/02/18 20:09:20+00,2024/02/18 18:50:24+00,129,12:31:30,04:16
AR,Mount Judea,35.926173,-93.056804,2024/02/18 17:34:40+00,2024-02-18 18:51:41+00:00,2024-02-18 18:54:41+00:00,2024/02/18 20:11:20+00,2024/02/18 18:53:11+00,130,12:34:40,03:00
AR,Mount Olive,36.003119,-92.090465,2024/02/18 17:36:10+00,2024-02-18 18:52:43+00:00,2024-02-18 18:56:53+00:00,2024/02/18 20:12:50+00,2024/02/18 18:54:48+00,131,12:36:10,04:10
AR,Mount Pleasant,35.981423,-91.777383,2024/02/18 17:36:40+00,2024-02-18 18:53:09+00:00,2024-02-18 18:57:25+00:00,2024/02/18 20:13:20+00,2024/02/18 18:55:17+00,132,12:36:40,04:16
AR,Mount Vernon,35.223605,-92.12398,2024/02/18 17:34:50+00,2024-02-18 18:51:53+00:00,2024-02-18 18:55:38+00:00,2024/02/18 20:12:10+00,2024/02/18 18:53:46+00,133,12:34:50,03:45
AR,Mulberry,35.5085,-94.074753,2024/02/18 17:32:30+00,2024-02-18 18:50:44+00:00,2024-02-18 18:50:51+00:00,2024/02/18 20:09:30+00,2024/02/18 18:50:48+00,134,12:32:30,00:07
AR,Murfreesboro,34.070312,-93.694073,2024/02/18 17:30:30+00,2024-02-18 18:47:45+00:00,2024-02-18 18:51:31+00:00,2024/02/18 20:08:50+00,2024/02/18 18:49:38+00,135,12:30:30,03:46
AR,Nashville,33.941924,-93.851658,2024/02/18 17:30:00+00,2024-02-18 18:47:20+00:00,2024-02-18 18:51:05+00:00,2024/02/18 20:08:30+00,2024/02/18 18:49:12+00,136,12:30:00,03:45
AR,Natural Steps,34.874266,-92.497772,2024/02/18 17:33:40+00,2024-02-18 18:50:55+00:00,2024-02-18 18:54:28+00:00,2024/02/18 20:11:20+00,2024/02/18 18:52:42+00,137,12:33:40,03:33
AR,Newark,35.70763,-91.4434,2024/02/18 17:36:40+00,2024-02-18 18:53:35+00:00,2024-02-18 18:57:20+00:00,2024/02/18 20:13:30+00,2024/02/18 18:55:28+00,138,12:36:40,03:45
AR,New Blaine,35.29252,-93.419083,2024/02/18 17:33:00+00,2024-02-18 18:49:48+00:00,2024-02-18 18:53:42+00:00,2024/02/18 20:10:20+00,2024/02/18 18:51:45+00,139,12:33:00,03:54
AR,Newhope,34.222258,-93.877396,2024/02/18 17:30:30+00,2024-02-18 18:47:26+00:00,2024-02-18 18:51:37+00:00,2024/02/18 20:08:40+00,2024/02/18 18:49:32+00,140,12:30:30,04:11
AR,Newport,35.623772,-91.231682,2024/02/18 17:36:50+00,2024-02-18 18:54:10+00:00,2024-02-18 18:57:13+00:00,2024/02/18 20:13:40+00,2024/02/18 18:55:42+00,141,12:36:50,03:03
AR,Nimmons,36.30625,-90.095055,2024/02/18 17:39:40+00,2024-02-18 18:56:57+00:00,2024-02-18 18:59:43+00:00,2024/02/18 20:15:50+00,2024/02/18 18:58:20+00,142,12:39:40,02:46
AR,Norfork,36.209469,-92.277844,2024/02/18 17:36:10+00,2024-02-18 18:52:54+00:00,2024-02-18 18:56:36+00:00,2024/02/18 20:12:50+00,2024/02/18 18:54:45+00,143,12:36:10,03:42
AR,Norman,34.458977,-93.676824,2024/02/18 17:31:10+00,2024-02-18 18:48:04+00:00,2024-02-18 18:52:19+00:00,2024/02/18 20:09:10+00,2024/02/18 18:50:12+00,144,12:31:10,04:15
AR,North Little Rock,34.781752,-92.235057,2024/02/18 17:34:00+00,2024-02-18 18:51:42+00:00,2024-02-18 18:54:14+00:00,2024/02/18 20:11:40+00,2024/02/18 18:52:58+00,145,12:34:00,02:32
AR,Oak Grove,35.364779,-92.964179,2024/02/18 17:33:50+00,2024-02-18 18:50:29+00:00,2024-02-18 18:54:41+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:35+00,146,12:33:50,04:12
AR,Oak Grove Heights,36.126432,-90.503435,2024/02/18 17:38:50+00,2024-02-18 18:55:56+00:00,2024-02-18 18:59:01+00:00,2024/02/18 20:15:10+00,2024/02/18 18:57:28+00,147,12:38:50,03:05
AR,Oakhaven,33.729396,-93.620783,2024/02/18 17:30:00+00,2024-02-18 18:48:04+00:00,2024-02-18 18:50:26+00:00,2024/02/18 20:08:30+00,2024/02/18 18:49:15+00,148,12:30:00,02:22
AR,Oakland,36.460423,-92.571771,2024/02/18 17:36:10+00,2024-02-18 18:53:37+00:00,2024-02-18 18:55:40+00:00,2024/02/18 20:12:30+00,2024/02/18 18:54:38+00,149,12:36:10,02:03
AR,Oark,35.694977,-93.575027,2024/02/18 17:33:30+00,2024-02-18 18:50:51+00:00,2024-02-18 18:53:16+00:00,2024/02/18 20:10:30+00,2024/02/18 18:52:04+00,150,12:33:30,02:25
AR,Oden,34.623149,-93.783646,2024/02/18 17:31:10+00,2024-02-18 18:48:07+00:00,2024-02-18 18:52:26+00:00,2024/02/18 20:09:10+00,2024/02/18 18:50:16+00,151,12:31:10,04:19
AR,Ogden,33.585869,-94.046917,2024/02/18 17:29:10+00,2024-02-18 18:46:48+00:00,2024-02-18 18:49:55+00:00,2024/02/18 20:07:40+00,2024/02/18 18:48:22+00,152,12:29:10,03:07
AR,Oil Trough,35.629162,-91.461229,2024/02/18 17:36:30+00,2024-02-18 18:53:33+00:00,2024-02-18 18:57:09+00:00,2024/02/18 20:13:30+00,2024/02/18 18:55:21+00,153,12:36:30,03:36
AR,O'Kean,36.171462,-90.818348,2024/02/18 17:38:30+00,2024-02-18 18:55:07+00:00,2024-02-18 18:58:56+00:00,2024/02/18 20:14:50+00,2024/02/18 18:57:02+00,154,12:38:30,03:49
AR,Okolona,34.000478,-93.337624,2024/02/18 17:30:50+00,2024-02-18 18:48:46+00:00,2024-02-18 18:51:26+00:00,2024/02/18 20:09:20+00,2024/02/18 18:50:06+00,155,12:30:50,02:40
AR,Ola,35.031448,-93.224035,2024/02/18 17:32:50+00,2024-02-18 18:49:35+00:00,2024-02-18 18:53:53+00:00,2024/02/18 20:10:20+00,2024/02/18 18:51:44+00,156,12:32:50,04:18
AR,Oppelo,35.100558,-92.773566,2024/02/18 17:33:40+00,2024-02-18 18:50:25+00:00,2024-02-18 18:54:37+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:31+00,157,12:33:40,04:12
AR,Oxford,36.20903,-91.918268,2024/02/18 17:36:50+00,2024-02-18 18:53:18+00:00,2024-02-18 18:57:22+00:00,2024/02/18 20:13:20+00,2024/02/18 18:55:20+00,158,12:36:50,04:04
AR,Ozan,33.846611,-93.720822,2024/02/18 17:30:00+00,2024-02-18 18:47:41+00:00,2024-02-18 18:50:51+00:00,2024/02/18 20:08:30+00,2024/02/18 18:49:16+00,159,12:30:00,03:10
AR,Ozark,35.501858,-93.848378,2024/02/18 17:32:40+00,2024-02-18 18:50:10+00:00,2024-02-18 18:52:33+00:00,2024/02/18 20:09:50+00,2024/02/18 18:51:22+00,160,12:32:40,02:23
AR,Ozark Acres,36.299916,-91.387076,2024/02/18 17:37:50+00,2024-02-18 18:54:11+00:00,2024-02-18 18:58:25+00:00,2024/02/18 20:14:10+00,2024/02/18 18:56:18+00,161,12:37:50,04:14
AR,Ozone,35.638491,-93.447317,2024/02/18 17:33:30+00,2024-02-18 18:50:39+00:00,2024-02-18 18:53:42+00:00,2024/02/18 20:10:30+00,2024/02/18 18:52:10+00,162,12:33:30,03:03
AR,Pangburn,35.426108,-91.839411,2024/02/18 17:35:40+00,2024-02-18 18:52:36+00:00,2024-02-18 18:56:21+00:00,2024/02/18 20:12:50+00,2024/02/18 18:54:28+00,163,12:35:40,03:45
AR,Paragould,36.052289,-90.510464,2024/02/18 17:38:40+00,2024-02-18 18:55:57+00:00,2024-02-18 18:58:47+00:00,2024/02/18 20:15:10+00,2024/02/18 18:57:22+00,164,12:38:40,02:50
AR,Paris,35.290756,-93.734228,2024/02/18 17:32:40+00,2024-02-18 18:49:31+00:00,2024-02-18 18:52:58+00:00,2024/02/18 20:09:50+00,2024/02/18 18:51:14+00,165,12:32:40,03:27
AR,Patterson,35.258973,-91.234957,2024/02/18 17:36:20+00,2024-02-18 18:55:00+00:00,2024-02-18 18:55:40+00:00,2024/02/18 20:13:30+00,2024/02/18 18:55:20+00,166,12:36:20,00:40
AR,Peach Orchard,36.281229,-90.660774,2024/02/18 17:38:50+00,2024-02-18 18:55:30+00:00,2024-02-18 18:59:19+00:00,2024/02/18 20:15:10+00,2024/02/18 18:57:24+00,167,12:38:50,03:49
AR,Pearcy,34.435455,-93.288217,2024/02/18 17:31:40+00,2024-02-18 18:48:51+00:00,2024-02-18 18:52:44+00:00,2024/02/18 20:09:40+00,2024/02/18 18:50:48+00,168,12:31:40,03:53
AR,Pencil Bluff,34.630384,-93.735033,2024/02/18 17:31:30+00,2024-02-18 18:48:12+00:00,2024-02-18 18:52:31+00:00,2024/02/18 20:09:20+00,2024/02/18 18:50:22+00,169,12:31:30,04:19
AR,Perla,34.364755,-92.776228,2024/02/18 17:32:20+00,2024-02-18 18:50:19+00:00,2024-02-18 18:52:43+00:00,2024/02/18 20:10:20+00,2024/02/18 18:51:31+00,170,12:32:20,02:24
AR,Perry,35.046221,-92.79441,2024/02/18 17:33:30+00,2024-02-18 18:50:19+00:00,2024-02-18 18:54:30+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:24+00,171,12:33:30,04:11
AR,Perrytown,33.697141,-93.532407,2024/02/18 17:30:00+00,2024-02-18 18:48:32+00:00,2024-02-18 18:50:03+00:00,2024/02/18 20:08:40+00,2024/02/18 18:49:18+00,172,12:30:00,01:31
AR,Perryville,35.012,-92.802938,2024/02/18 17:33:30+00,2024-02-18 18:50:16+00:00,2024-02-18 18:54:26+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:21+00,173,12:33:30,04:10
AR,Piggott,36.387191,-90.198944,2024/02/18 17:39:40+00,2024-02-18 18:56:39+00:00,2024-02-18 18:59:56+00:00,2024/02/18 20:15:50+00,2024/02/18 18:58:18+00,174,12:39:40,03:17
AR,Pindall,36.063663,-92.862158,2024/02/18 17:35:10+00,2024-02-18 18:52:10+00:00,2024-02-18 18:55:10+00:00,2024/02/18 20:11:50+00,2024/02/18 18:53:40+00,175,12:35:10,03:00
AR,Pineville,36.161145,-92.106471,2024/02/18 17:36:30+00,2024-02-18 18:53:00+00:00,2024-02-18 18:56:57+00:00,2024/02/18 20:13:00+00,2024/02/18 18:54:58+00,176,12:36:30,03:57
AR,Piney,34.502914,-93.144427,2024/02/18 17:32:10+00,2024-02-18 18:49:14+00:00,2024-02-18 18:53:02+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:08+00,177,12:32:10,03:48
AR,Plainview,34.989874,-93.297948,2024/02/18 17:32:40+00,2024-02-18 18:49:24+00:00,2024-02-18 18:53:43+00:00,2024/02/18 20:10:10+00,2024/02/18 18:51:34+00,178,12:32:40,04:19
AR,Pleasant Grove,35.820465,-91.906976,2024/02/18 17:36:10+00,2024-02-18 18:52:45+00:00,2024-02-18 18:56:59+00:00,2024/02/18 20:13:00+00,2024/02/18 18:54:52+00,179,12:36:10,04:14
AR,Pleasant Plains,35.55453,-91.627246,2024/02/18 17:36:10+00,2024-02-18 18:53:08+00:00,2024-02-18 18:56:50+00:00,2024/02/18 20:13:10+00,2024/02/18 18:54:59+00,180,12:36:10,03:42
AR,Plumerville,35.159377,-92.643059,2024/02/18 17:34:00+00,2024-02-18 18:50:43+00:00,2024-02-18 18:54:54+00:00,2024/02/18 20:11:20+00,2024/02/18 18:52:48+00,181,12:34:00,04:11
AR,Pocahontas,36.263366,-90.971224,2024/02/18 17:38:20+00,2024-02-18 18:54:51+00:00,2024-02-18 18:58:56+00:00,2024/02/18 20:14:40+00,2024/02/18 18:56:54+00,182,12:38:20,04:05
AR,Pollard,36.429561,-90.267129,2024/02/18 17:39:30+00,2024-02-18 18:56:28+00:00,2024-02-18 19:00:01+00:00,2024/02/18 20:15:40+00,2024/02/18 18:58:14+00,183,12:39:30,03:33
AR,Ponca,36.029292,-93.362376,2024/02/18 17:34:20+00,2024-02-18 18:52:20+00:00,2024-02-18 18:53:30+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:55+00,184,12:34:20,01:10
AR,Portia,36.084865,-91.071044,2024/02/18 17:37:50+00,2024-02-18 18:54:32+00:00,2024-02-18 18:58:29+00:00,2024/02/18 20:14:20+00,2024/02/18 18:56:30+00,185,12:37:50,03:57
AR,Pottsville,35.230606,-93.060839,2024/02/18 17:33:30+00,2024-02-18 18:50:08+00:00,2024-02-18 18:54:24+00:00,2024/02/18 20:10:50+00,2024/02/18 18:52:16+00,186,12:33:30,04:16
AR,Powhatan,36.087312,-91.123884,2024/02/18 17:37:50+00,2024-02-18 18:54:25+00:00,2024-02-18 18:58:26+00:00,2024/02/18 20:14:20+00,2024/02/18 18:56:26+00,187,12:37:50,04:01
AR,Poyen,34.324169,-92.641976,2024/02/18 17:32:30+00,2024-02-18 18:51:04+00:00,2024-02-18 18:52:04+00:00,2024/02/18 20:10:30+00,2024/02/18 18:51:34+00,188,12:32:30,01:00
AR,Prescott,33.80432,-93.391207,2024/02/18 17:30:30+00,2024-02-18 18:48:55+00:00,2024-02-18 18:50:25+00:00,2024/02/18 20:09:00+00,2024/02/18 18:49:40+00,189,12:30:30,01:30
AR,Pyatt,36.250744,-92.846637,2024/02/18 17:35:30+00,2024-02-18 18:52:52+00:00,2024-02-18 18:55:02+00:00,2024/02/18 20:12:00+00,2024/02/18 18:53:57+00,190,12:35:30,02:10
AR,Quitman,35.381723,-92.214724,2024/02/18 17:35:00+00,2024-02-18 18:51:44+00:00,2024-02-18 18:55:50+00:00,2024/02/18 20:12:10+00,2024/02/18 18:53:47+00,191,12:35:00,04:06
AR,Ratcliff,35.306946,-93.888636,2024/02/18 17:32:20+00,2024-02-18 18:49:29+00:00,2024-02-18 18:52:35+00:00,2024/02/18 20:09:40+00,2024/02/18 18:51:02+00,192,12:32:20,03:06
AR,Ravenden,36.243201,-91.251307,2024/02/18 17:37:50+00,2024-02-18 18:54:20+00:00,2024-02-18 18:58:32+00:00,2024/02/18 20:14:10+00,2024/02/18 18:56:26+00,193,12:37:50,04:12
AR,Ravenden Springs,36.312705,-91.223265,2024/02/18 17:38:00+00,2024-02-18 18:54:28+00:00,2024-02-18 18:58:41+00:00,2024/02/18 20:14:20+00,2024/02/18 18:56:34+00,194,12:38:00,04:13
AR,Rector,36.264158,-90.293518,2024/02/18 17:39:20+00,2024-02-18 18:56:26+00:00,2024-02-18 18:59:31+00:00,2024/02/18 20:15:40+00,2024/02/18 18:57:58+00,195,12:39:20,03:05
AR,Reyno,36.360899,-90.758993,2024/02/18 17:38:50+00,2024-02-18 18:55:19+00:00,2024-02-18 18:59:22+00:00,2024/02/18 20:15:00+00,2024/02/18 18:57:20+00,196,12:38:50,04:03
AR,Rockport,34.406892,-92.80157,2024/02/18 17:32:20+00,2024-02-18 18:50:12+00:00,2024-02-18 18:52:54+00:00,2024/02/18 20:10:30+00,2024/02/18 18:51:33+00,197,12:32:20,02:42
AR,Rockwell,34.464341,-93.133829,2024/02/18 17:32:00+00,2024-02-18 18:49:15+00:00,2024-02-18 18:52:57+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:06+00,198,12:32:00,03:42
AR,Roland,34.90224,-92.517469,2024/02/18 17:33:40+00,2024-02-18 18:50:52+00:00,2024-02-18 18:54:32+00:00,2024/02/18 20:11:20+00,2024/02/18 18:52:42+00,199,12:33:40,03:40
AR,Rose Bud,35.321183,-92.076515,2024/02/18 17:35:00+00,2024-02-18 18:52:00+00:00,2024-02-18 18:55:53+00:00,2024/02/18 20:12:20+00,2024/02/18 18:53:56+00,200,12:35:00,03:53
AR,Rover,34.951824,-93.408964,2024/02/18 17:32:30+00,2024-02-18 18:49:11+00:00,2024-02-18 18:53:28+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:20+00,201,12:32:30,04:17
IL,Carmi,38.08615,-88.172062,2024/02/18 17:45:20+00,2024-02-18 19:01:18+00:00,2024-02-18 19:05:20+00:00,2024/02/18 20:19:40+00,2024/02/18 19:03:19+00,202,12:45:20,04:02
IL,Carrier Mills,37.688601,-88.628976,2024/02/18 17:44:10+00,2024-02-18 19:00:13+00:00,2024-02-18 19:04:09+00:00,2024/02/18 20:18:50+00,2024/02/18 19:02:11+00,203,12:44:10,03:56
IL,Carterville,37.762798,-89.084481,2024/02/18 17:43:30+00,2024-02-18 18:59:31+00:00,2024-02-18 19:03:41+00:00,2024/02/18 20:18:20+00,2024/02/18 19:01:36+00,204,12:43:30,04:10
IL,Casey,39.30542,-87.985307,2024/02/18 17:47:30+00,2024-02-18 19:03:45+00:00,2024-02-18 19:05:58+00:00,2024/02/18 20:20:40+00,2024/02/18 19:04:52+00,205,12:47:30,02:13
IL,Cave-In-Rock,37.471016,-88.165762,2024/02/18 17:44:30+00,2024-02-18 19:01:25+00:00,2024-02-18 19:03:55+00:00,2024/02/18 20:19:20+00,2024/02/18 19:02:40+00,206,12:44:30,02:30
IL,Central City,38.548549,-89.128298,2024/02/18 17:44:40+00,2024-02-18 19:01:02+00:00,2024-02-18 19:03:44+00:00,2024/02/18 20:18:40+00,2024/02/18 19:02:23+00,207,12:44:40,02:42
IL,Centralia,38.522066,-89.123533,2024/02/18 17:44:30+00,2024-02-18 19:00:56+00:00,2024-02-18 19:03:47+00:00,2024/02/18 20:18:40+00,2024/02/18 19:02:22+00,208,12:44:30,02:51
IL,Chester,37.925757,-89.827704,2024/02/18 17:42:40+00,2024-02-18 18:58:56+00:00,2024-02-18 19:02:18+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:37+00,209,12:42:40,03:22
IL,Christopher,37.970999,-89.052985,2024/02/18 17:43:50+00,2024-02-18 18:59:49+00:00,2024-02-18 19:03:53+00:00,2024/02/18 20:18:30+00,2024/02/18 19:01:51+00,210,12:43:50,04:04
IL,Cisne,38.51391,-88.43714,2024/02/18 17:45:40+00,2024-02-18 19:01:27+00:00,2024-02-18 19:05:16+00:00,2024/02/18 20:19:40+00,2024/02/18 19:03:22+00,211,12:45:40,03:49
IL,Claremont,38.717594,-87.972866,2024/02/18 17:46:40+00,2024-02-18 19:02:19+00:00,2024-02-18 19:06:14+00:00,2024/02/18 20:20:20+00,2024/02/18 19:04:16+00,212,12:46:40,03:55
IL,Clay City,38.685793,-88.348621,2024/02/18 17:46:00+00,2024-02-18 19:01:52+00:00,2024-02-18 19:05:29+00:00,2024/02/18 20:19:50+00,2024/02/18 19:03:40+00,213,12:46:00,03:37
IL,Cobden,37.533303,-89.254406,2024/02/18 17:42:50+00,2024-02-18 18:59:00+00:00,2024-02-18 19:03:08+00:00,2024/02/18 20:18:00+00,2024/02/18 19:01:04+00,214,12:42:50,04:08
IL,Colp,37.80735,-89.078531,2024/02/18 17:43:30+00,2024-02-18 18:59:34+00:00,2024-02-18 19:03:44+00:00,2024/02/18 20:18:20+00,2024/02/18 19:01:39+00,215,12:43:30,04:10
IL,Coulterville,38.185079,-89.604316,2024/02/18 17:43:20+00,2024-02-18 18:59:45+00:00,2024-02-18 19:02:46+00:00,2024/02/18 20:17:50+00,2024/02/18 19:01:16+00,216,12:43:20,03:01
IL,Crab Orchard,37.723611,-88.810281,2024/02/18 17:43:50+00,2024-02-18 18:59:55+00:00,2024-02-18 19:03:59+00:00,2024/02/18 20:18:40+00,2024/02/18 19:01:57+00,217,12:43:50,04:04
IL,Crainville,37.753795,-89.059121,2024/02/18 17:43:30+00,2024-02-18 18:59:33+00:00,2024-02-18 19:03:42+00:00,2024/02/18 20:18:20+00,2024/02/18 19:01:38+00,218,12:43:30,04:09
IL,Creal Springs,37.619847,-88.837446,2024/02/18 17:43:40+00,2024-02-18 18:59:47+00:00,2024-02-18 19:03:48+00:00,2024/02/18 20:18:30+00,2024/02/18 19:01:48+00,219,12:43:40,04:01
IL,Crossville,38.162569,-88.064355,2024/02/18 17:45:40+00,2024-02-18 19:01:32+00:00,2024-02-18 19:05:35+00:00,2024/02/18 20:20:00+00,2024/02/18 19:03:34+00,220,12:45:40,04:03
IL,Cutler,38.032549,-89.567572,2024/02/18 17:43:10+00,2024-02-18 18:59:23+00:00,2024-02-18 19:02:52+00:00,2024/02/18 20:17:50+00,2024/02/18 19:01:08+00,221,12:43:10,03:29
IL,Cypress,37.365722,-89.018887,2024/02/18 17:43:00+00,2024-02-18 18:59:19+00:00,2024-02-18 19:03:09+00:00,2024/02/18 20:18:10+00,2024/02/18 19:01:14+00,222,12:43:00,03:50
IL,Dahlgren,38.198052,-88.684687,2024/02/18 17:44:50+00,2024-02-18 19:00:38+00:00,2024-02-18 19:04:41+00:00,2024/02/18 20:19:10+00,2024/02/18 19:02:40+00,223,12:44:50,04:03
IL,Damiansville,38.508778,-89.615019,2024/02/18 17:43:50+00,2024-02-18 19:01:20+00:00,2024-02-18 19:02:00+00:00,2024/02/18 20:18:00+00,2024/02/18 19:01:40+00,224,12:43:50,00:40
IL,Darmstadt,38.318739,-89.729237,2024/02/18 17:43:20+00,2024-02-18 19:00:15+00:00,2024-02-18 19:02:09+00:00,2024/02/18 20:17:50+00,2024/02/18 19:01:12+00,225,12:43:20,01:54
IL,De Soto,37.815706,-89.226966,2024/02/18 17:43:20+00,2024-02-18 18:59:22+00:00,2024-02-18 19:03:29+00:00,2024/02/18 20:18:10+00,2024/02/18 19:01:26+00,226,12:43:20,04:07
IL,Dieterich,39.060311,-88.3814,2024/02/18 17:46:30+00,2024-02-18 19:02:52+00:00,2024-02-18 19:05:11+00:00,2024/02/18 20:20:00+00,2024/02/18 19:04:02+00,227,12:46:30,02:19
IL,Dix,38.444474,-88.945963,2024/02/18 17:44:40+00,2024-02-18 19:00:49+00:00,2024-02-18 19:04:13+00:00,2024/02/18 20:18:50+00,2024/02/18 19:02:31+00,228,12:44:40,03:24
IL,Dongola,37.357109,-89.164989,2024/02/18 17:42:50+00,2024-02-18 18:59:02+00:00,2024-02-18 19:02:59+00:00,2024/02/18 20:18:00+00,2024/02/18 19:01:00+00,229,12:42:50,03:57
IL,Dowell,37.939573,-89.239529,2024/02/18 17:43:30+00,2024-02-18 18:59:32+00:00,2024-02-18 19:03:31+00:00,2024/02/18 20:18:10+00,2024/02/18 19:01:32+00,230,12:43:30,03:59
IL,Du Bois,38.22139,-89.212674,2024/02/18 17:44:00+00,2024-02-18 19:00:06+00:00,2024-02-18 19:03:39+00:00,2024/02/18 20:18:20+00,2024/02/18 19:01:52+00,231,12:44:00,03:33
IL,Dundas,38.83459,-88.085491,2024/02/18 17:46:40+00,2024-02-18 19:02:25+00:00,2024-02-18 19:06:02+00:00,2024/02/18 20:20:10+00,2024/02/18 19:04:14+00,232,12:46:40,03:37
IL,Du Quoin,38.001719,-89.23284,2024/02/18 17:43:40+00,2024-02-18 18:59:40+00:00,2024-02-18 19:03:34+00:00,2024/02/18 20:18:20+00,2024/02/18 19:01:37+00,233,12:43:40,03:54
IL,East Cape Girardeau,37.294005,-89.480188,2024/02/18 17:42:10+00,2024-02-18 18:58:24+00:00,2024-02-18 19:02:29+00:00,2024/02/18 20:17:30+00,2024/02/18 19:00:26+00,234,12:42:10,04:05
IL,Eddyville,37.500191,-88.585059,2024/02/18 17:43:50+00,2024-02-18 19:00:19+00:00,2024-02-18 19:03:51+00:00,2024/02/18 20:18:50+00,2024/02/18 19:02:05+00,235,12:43:50,03:32
IL,Edgewood,38.921865,-88.664076,2024/02/18 17:45:50+00,2024-02-18 19:02:22+00:00,2024-02-18 19:04:33+00:00,2024/02/18 20:19:30+00,2024/02/18 19:03:28+00,236,12:45:50,02:11
IL,Effingham,39.11975,-88.550896,2024/02/18 17:46:20+00,2024-02-18 19:03:26+00:00,2024-02-18 19:03:50+00:00,2024/02/18 20:19:50+00,2024/02/18 19:03:38+00,237,12:46:20,00:24
IL,Eldorado,37.811726,-88.441578,2024/02/18 17:44:30+00,2024-02-18 19:00:39+00:00,2024-02-18 19:04:35+00:00,2024/02/18 20:19:10+00,2024/02/18 19:02:37+00,238,12:44:30,03:56
IL,Elizabethtown,37.449937,-88.303521,2024/02/18 17:44:20+00,2024-02-18 19:01:04+00:00,2024-02-18 19:03:50+00:00,2024/02/18 20:19:10+00,2024/02/18 19:02:27+00,239,12:44:20,02:46
IL,Elkville,37.909404,-89.237216,2024/02/18 17:43:30+00,2024-02-18 18:59:30+00:00,2024-02-18 19:03:31+00:00,2024/02/18 20:18:10+00,2024/02/18 19:01:30+00,240,12:43:30,04:01
IL,Ellis Grove,38.010185,-89.91261,2024/02/18 17:42:40+00,2024-02-18 18:59:07+00:00,2024-02-18 19:02:04+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:36+00,241,12:42:40,02:57
IL,Energy,37.770658,-89.023869,2024/02/18 17:43:40+00,2024-02-18 18:59:37+00:00,2024-02-18 19:03:47+00:00,2024/02/18 20:18:30+00,2024/02/18 19:01:42+00,242,12:43:40,04:10
IL,Enfield,38.100875,-88.338107,2024/02/18 17:45:10+00,2024-02-18 19:01:02+00:00,2024-02-18 19:05:09+00:00,2024/02/18 20:19:30+00,2024/02/18 19:03:06+00,243,12:45:10,04:07
IL,Equality,37.736911,-88.342211,2024/02/18 17:44:30+00,2024-02-18 19:00:50+00:00,2024-02-18 19:04:33+00:00,2024/02/18 20:19:20+00,2024/02/18 19:02:42+00,244,12:44:30,03:43
IL,Evansville,38.089045,-89.932543,2024/02/18 17:42:40+00,2024-02-18 18:59:22+00:00,2024-02-18 19:01:56+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:39+00,245,12:42:40,02:34
IL,Ewing,38.089357,-88.85219,2024/02/18 17:44:20+00,2024-02-18 19:00:16+00:00,2024-02-18 19:04:20+00:00,2024/02/18 20:18:50+00,2024/02/18 19:02:18+00,246,12:44:20,04:04
IL,Fairfield,38.380632,-88.372524,2024/02/18 17:45:30+00,2024-02-18 19:01:19+00:00,2024-02-18 19:05:21+00:00,2024/02/18 20:19:40+00,2024/02/18 19:03:20+00,247,12:45:30,04:02
IL,Farina,38.829766,-88.78093,2024/02/18 17:45:30+00,2024-02-18 19:02:02+00:00,2024-02-18 19:04:21+00:00,2024/02/18 20:19:20+00,2024/02/18 19:03:12+00,248,12:45:30,02:19
IL,Fayetteville,38.377813,-89.797089,2024/02/18 17:43:20+00,2024-02-18 19:00:50+00:00,2024-02-18 19:01:08+00:00,2024/02/18 20:17:40+00,2024/02/18 19:00:59+00,249,12:43:20,00:18
IL,Flat Rock,38.903681,-87.673398,2024/02/18 17:47:20+00,2024-02-18 19:02:58+00:00,2024-02-18 19:06:51+00:00,2024/02/18 20:20:50+00,2024/02/18 19:04:54+00,250,12:47:20,03:53
IL,Flora,38.665617,-88.473844,2024/02/18 17:45:50+00,2024-02-18 19:01:42+00:00,2024-02-18 19:05:13+00:00,2024/02/18 20:19:40+00,2024/02/18 19:03:28+00,251,12:45:50,03:31
